# Pathway	VNF1S288	VNF2S289	VNF3S290	VNF4S291	VNF5S292	VTF1S293	VTF2S294	VTF3S295	VTF4S296	VTF5S297	VIF1S283	VIF2S284	VIF3S285	VIF4S286	VPF1S287	VPF2S288	VPF3S289	VPF4S290	VPF5S291	VNA1S233	VNA2S234	VNA3S235	VNA4S236	VNA5S237	VTA1S238	VTA2S239	VTA3S240	VTA4S241	VTA5S242	VIA1S243	VIA2S244	VIA3S245	VIA4S246	VIA5S247	VPA1S248	VPA2S249	VPA3S250	VPA4S251
season	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry
PWY-6087: 4-chlorocatechol degradation	0	0	0	0	0.112344	0	0	0	0	0	0	0	0	0	0.0421754	0.0421754	0.081237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6089: 3-chlorocatechol degradation I (ortho)	0	0	0	0	0.112344	0	0	0	0	0	0	0	0	0	0.0421754	0.0421754	0.081237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6093: 4,5-dichlorocatechol degradation	0	0	0	0	0.207647	0	0	0	0	0	0	0	0	0	0.0795243	0.0795243	0.141703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6107: chlorosalicylate degradation	0	0	0	0	0.111529	0	0	0	0	0	0	0	0	0	0.0419397	0.0419397	0.0807844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	80.682	80.7584	76.0916	84.3254	71.7684	75.2466	75.2466	69.684	67.787	68.0634	80.3468	70.9332	70.9773	73.4599	80.7297	80.7297	83.6018	70.6094	70.3898	73.6601	58.3941	75.4557	74.7779	71.6429	65.4567	77.0519	67.6489	62.16	73.2539	67.5063	74.9763	71.0658	71.9944	68.7965	78.8283	76.3945	50.7188	75.2326
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	117.3	117.394	104.972	118.431	108.547	109.276	109.276	97.6779	101.388	99.1451	114.158	89.7748	103.062	106.719	101.838	101.838	115.266	94.2119	92.9281	101.068	95.6632	106.656	99.588	94.9251	96.5337	98.9427	87.7444	89.4046	99.8981	94.4124	106.149	100.08	105.423	105.538	99.7004	114.464	82.1677	108.433
PWY-6123: inosine-5'-phosphate biosynthesis I	111.019	111.135	100.134	113.311	106.596	100.528	100.528	89.1445	95.4184	94.6081	104.701	75.6428	93.8986	103.842	92.4394	92.4394	107.425	88.9844	86.3446	94.4885	93.2769	95.749	93.682	91.6237	86.5751	103.282	84.4013	79.1858	93.3822	94.9791	103.443	89.515	97.9787	96.0925	93.3935	99.6719	76.4283	92.6376
PWY-6124: inosine-5'-phosphate biosynthesis II	107.742	107.854	96.9666	111.029	103.667	97.3588	97.3588	85.7377	91.5736	93.1346	101.379	72.1311	90.0767	100.987	90.4517	90.4517	104.8	85.1482	83.5686	91.355	90.5557	93.4249	90.0031	86.2142	82.8592	100.859	80.1864	74.6189	90.3126	90.5866	101.459	85.0792	94.5042	92.4328	88.8777	96.3717	73.739	89.1972
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	84.214	84.286	81.8832	92.975	86.2891	81.5846	81.5846	74.4102	77.7884	82.3823	87.6307	71.7754	79.9873	84.1806	81.6639	81.6639	87.866	75.0422	72.5347	73.4677	72.7724	76.846	69.4832	72.5974	75.2676	84.6457	71.8365	71.3402	80.2914	81.0364	88.0629	76.7565	79.4024	76.2139	82.2515	91.0794	66.4538	85.9296
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	114.545	114.626	112.276	120.78	120.304	112.383	112.383	105.61	101.619	113.762	118.222	97.9103	116.872	115.268	108.389	108.389	127.262	102.992	110.027	103.965	108.455	107.273	104.606	107.64	96.1285	105.435	100.353	99.3373	118.867	122.778	117.335	122.094	122.698	118.57	114.919	119.255	90.7072	116.788
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1.25301	1.2543	2.718	2.33097	0.776106	4.97749	4.97749	1.15823	0.370946	2.26724	1.27902	2.97676	0.573408	1.45684	0.204933	0.204934	2.98485	0.62604	0.452297	1.82209	0.829182	0.195364	3.89534	3.28357	1.11905	0	0.44209	2.42548	0.10413	0.379986	1.71649	0	0.701177	3.21403	1.58023	0.312759	0	2.34739
PWY-6151: S-adenosyl-L-methionine salvage I	1.2407	1.24197	0.587754	0	1.19736	0.160352	0.160352	0.952916	2.0339	0	0.41477	0	0.90982	1.34593	0.607218	0.607218	1.19719	0.270156	0	0	0	0	0	0	0	0	1.20645	0.585247	0.750861	0	2.65169	0	0	0	1.52775	0.542108	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	57.1891	57.2477	47.4258	54.5565	52.9758	50.3333	50.3333	47.6085	46.8587	52.1306	56.1201	42.7877	46.4748	50.5239	50.7836	50.7836	58.2314	45.417	47.8265	46.4885	45.2123	48.6703	39.2223	43.9458	49.9351	50.1633	40.7598	42.5975	45.4879	49.204	51.8121	44.9142	50.8016	40.2557	52.4278	55.9309	38.3365	53.7137
PWY-6168: flavin biosynthesis III (fungi)	8.53475	8.54226	0	2.17562	0	4.7188	4.7188	0	0	0	0	0	6.07168	6.47838	8.26469	8.26469	4.08112	4.37673	8.781	0	11.2623	0	10.2321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9152
PWY-6182: superpathway of salicylate degradation	3.12212	3.12539	1.76892	1.92601	2.42117	1.87606	1.87606	2.36278	2.46173	3.19779	2.12405	1.2539	1.36289	1.9661	1.70297	1.70297	2.93257	2.07233	1.18673	1.68997	1.37199	0	0.236121	0.450046	1.98249	1.88485	2.90982	2.13829	2.33303	1.94231	2.1421	2.02763	0.966263	0.847188	1.86764	2.28074	0	1.27016
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	3.41657	3.42019	1.73777	2.13469	2.39516	2.66715	2.66715	2.88243	2.37397	3.5802	2.33598	2.17299	2.53888	2.19611	1.91177	1.91177	4.17599	3.09015	2.51358	1.65103	1.68196	0	0.175234	0.982528	2.33324	2.53063	2.72181	3.02908	4.20264	2.09675	2.84294	3.74136	0.798767	0.560311	1.91198	3.10614	1.08352	1.23659
PWY-6193: 3-chlorocatechol degradation II (ortho)	0	0	0	0	0.112344	0	0	0	0	0	0	0	0	0	0.0421754	0.0421754	0.081237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6210: 2-aminophenol degradation	0	0	0	0.332321	0	0	0	0	0	0	0.179317	0	0	0.266898	0	0	0	0.578887	0	0	0	0	0	0	0	0.512672	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6215: 4-chlorobenzoate degradation	0.681172	0.68187	0.663811	1.36102	0	0.812137	0.812137	1.62326	1.15779	1.02373	0.312916	0.487573	0.618713	0.680192	1.21091	1.21091	0.825462	0.586337	0.790229	0	0	0	0	0	1.08598	0.134642	0	0.561613	1.62843	0.935071	1.00044	0	0.846251	0	0.346844	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)	2.45554	2.45806	2.85081	1.00125	1.02541	1.9975	1.9975	2.33097	1.39558	1.28819	1.99361	1.54929	2.30328	1.59026	0.912918	0.912918	2.07146	0.99676	2.42526	0	1.11871	0	0	2.47602	1.93209	0	0	2.64443	0	0	3.44041	1.72431	0	4.03977	0	0	0	2.07251
PWY-622: starch biosynthesis	23.0605	23.0421	25.4175	22.6065	28.7588	18.472	18.472	20.7817	22.3408	18.0642	22.3859	23.2227	22.0502	25.1352	26.0311	26.0311	20.8853	21.2801	23.0081	29.1882	20.9368	26.3546	9.36475	23.4555	17.3333	14.268	16.6757	25.4051	21.6763	19.6892	23.1348	23.6543	18.6549	15.1947	17.4472	30.1456	20.327	26.6357
PWY-6270: isoprene biosynthesis I	40.0252	40.0592	31.5612	39.5825	35.1851	39.1078	39.1078	35.5857	28.8382	32.397	41.6624	26.4142	36.329	34.1402	39.8317	39.8317	40.1138	35.0568	34.8076	21.666	29.5419	17.7451	22.7248	13.8734	33.2324	30.7404	30.5326	25.3349	34.4469	34.2662	36.7938	36.6354	30.6953	31.7508	35.0171	29.9585	18.5486	38.5722
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	117.3	117.394	104.972	118.431	108.547	109.276	109.276	97.6779	101.388	99.1451	114.158	89.7748	103.062	106.719	101.838	101.838	115.266	94.2119	92.9281	101.068	95.6632	106.656	99.588	94.9251	96.5337	98.9427	87.7444	89.4046	99.8981	94.4124	106.149	100.08	105.423	105.538	99.7004	114.464	82.1677	108.433
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	52.8229	51.8765	40.5173	45.7003	53.3581	41.0178	41.0178	46.1761	43.7211	52.4919	48.4277	38.5133	44.9871	47.2771	44.7841	44.7841	61.5354	45.4301	37.3473	39.7115	42.2147	41.0702	36.3559	46.0248	48.0892	43.0699	47.7578	50.2332	53.1259	46.9949	54.2896	43.423	48.9373	42.8162	50.4802	49.7958	31.2197	42.8106
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	31.5458	31.5726	29.4801	27.8973	30.0577	25.7508	25.7508	22.109	21.6643	26.5903	20.3937	22.0928	20.1431	29.2072	15.8591	15.8591	19.0447	21.5381	19.3787	25.2544	29.4936	25.2536	32.2515	29.2535	17.9149	24.5764	20.8356	23.293	21.2278	22.2794	24.5876	31.3509	22.4355	27.7913	19.3404	19.6398	26.3956	15.0725
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	16.4135	16.5187	19.9385	18.7901	17.3492	17.9436	17.9436	16.2194	14.4261	19.8351	15.9684	10.8408	13.5003	16.7882	13.8041	13.8041	15.9578	17.8	14.7133	15.9384	13.2924	20.3522	17.2796	18.3778	15.5012	17.0444	13.1384	15.9179	16.3979	16.7979	15.7109	22.2094	18.9605	18.7834	11.7405	13.9249	15.1316	13.0599
PWY-6305: superpathway of putrescine biosynthesis	16.2095	16.2261	11.438	15.1696	13.8055	13.7282	13.7282	13.9155	14.5739	15.1677	13.5615	7.81967	10.5006	13.6481	10.7084	10.7084	22.0582	14.8294	11.8691	10.8057	8.89078	6.63358	5.679	11.3523	15.1162	15.4352	15.7877	15.1675	12.415	11.1007	16.2583	8.91991	13.301	8.98368	17.7238	15.1246	9.73523	11.7735
PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)	0.306189	0.30648	0.214423	0.326152	0.278497	0	0	0	0.696884	0	0.368015	0	0	0.459074	0	0	0.308074	0.252589	0.13379	0	0.356047	0	0	0	0	0	0.324994	0.316007	0	0	0.504457	0.313757	0	0	0	0	0	0
PWY-6309: L-tryptophan degradation XI (mammalian, via kynurenine)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111544	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443004	0	0	0	0	0	0	0	0	0	0
PWY-6313: serotonin degradation	0.407121	0.407479	0.285364	0.433726	0.370299	0	0	0	0.921956	0	0.488975	0	0	0.609196	0	0	0.409625	0.335827	0.178139	0	0.473127	0	0	0	0	0	0.431812	0.419777	0	0	0.668748	0.416777	0	0	0	0	0	0
PWY-6317: D-galactose degradation I (Leloir pathway)	21.552	21.588	18.4584	23.4429	15.5645	19.7029	19.7029	14.4774	17.2555	19.7092	21.6547	13.5345	21.172	20.4391	19.0411	19.0411	22.6803	19.6121	18.9301	21.4214	10.6857	19.3018	9.74278	16.8006	16.58	19.6601	10.7589	15.7845	16.4152	12.5248	14.3209	15.3289	20.4357	12.5651	22.2541	19.4608	15.9124	23.1091
PWY-6328: L-lysine degradation X	2.17606	2.17829	2.21834	1.96357	2.08643	2.7406	2.7406	3.42859	2.56448	2.50377	2.67499	2.01669	1.06655	2.88794	2.09255	2.09255	2.81227	2.34155	2.16125	1.65594	0	2.2708	0	0	3.25603	2.27171	2.20693	3.4511	3.46197	1.98146	2.40356	3.29426	3.94016	3.83253	3.39406	2.49251	2.77987	3.30749
PWY-6338: superpathway of vanillin and vanillate degradation	0.274855	0.275137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6339: syringate degradation	1.26118	1.26247	0	0	0	0	0	0	0	0	0	0	0	1.94659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6342: noradrenaline and adrenaline degradation	0.217913	0.218126	0	0.407864	0	0	0	0	0	0	0	0	0	0.0920819	0	0	0.381111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6353: purine nucleotides degradation II (aerobic)	27.7806	27.8092	25.357	29.9394	33.2474	27.2708	27.2708	26.5848	21.2429	26.7946	29.6892	18.7591	24.6547	31.0661	20.9937	20.9937	28.0903	25.1723	23.3453	18.5531	21.2709	19.4386	14.9502	18.6431	24.1212	25.2611	26.0371	35.8864	24.5729	27.1875	29.6939	26.5861	29.6446	23.6552	25.7561	28.0901	17.4763	26.8004
PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis	1.14853	1.14971	0.964293	1.13589	1.8406	0.633479	0.633479	2.3691	0.977279	1.34196	1.37969	0.708644	1.18412	0.66535	1.11933	1.11933	0.921537	1.08922	0.761683	0.44827	2.10445	0	0.729035	0.412499	1.11174	0.866063	0.536768	0.75503	1.58257	2.00654	1.24298	1.29683	1.4572	2.19451	0.382415	1.15001	0.867461	0.663464
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	59.6132	59.6743	53.1487	61.191	57.9731	52.6007	52.6007	46.8596	49.1789	52.1477	55.4361	41.2263	51.573	53.449	51.0032	51.0032	61.2892	49.4805	47.2317	46.7376	44.7133	46.8303	42.6059	42.3227	46.1771	54.5798	41.1276	40.6274	53.2846	48.7372	50.3606	47.3685	52.9433	47.9538	49.4944	56.4437	38.7317	52.7998
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	53.0795	53.1339	46.7229	55.4162	49.253	48.3491	48.3491	42.8708	45.2088	43.9976	54.6737	40.6234	49.3076	49.9333	46.3504	46.3504	57.4576	45.7876	45.8636	37.5039	29.581	38.1544	27.755	37.8086	40.1459	45.1804	32.5684	35.4277	46.8233	44.8061	46.532	43.4677	47.0202	44.1342	46.2393	53.0016	35.5661	48.0166
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	62.3883	62.4523	53.7081	61.6058	59.5096	52.3879	52.3879	47.7727	49.3147	51.1614	54.8522	39.5126	50.8297	52.8449	48.8705	48.8705	59.8092	48.9091	46.4683	47.2922	46.6285	46.4759	45.7647	42.1694	46.2518	54.7861	41.2382	40.4992	52.1596	48.562	50.2855	48.1883	52.2067	48.4081	48.5642	54.7272	37.4898	51.6125
PWY-6396: superpathway of 2,3-butanediol biosynthesis	0.863338	0.864223	0.455905	0.714917	0.842661	0	0	0.20225	0.578245	0.726866	1.0822	0.674452	0	0	1.23415	1.23415	1.19633	0.478405	1.35906	0	0	0	0	0	0	0	0.217895	1.14513	0	0	0.306745	0.468197	0	0	1.07322	0.733612	0.90193	0
PWY-6397: mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	0.196089	0.196291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6404: superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	0.717033	0.718192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.887871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)	0	0	0.251567	0.545261	0	0	0	0.308291	0.560302	0	0.224132	0.345901	0.06472	0	0	0	0.343885	0.669154	0.445583	0	0	0	0	0	0	0.137493	0	0	0.350777	0	0	0	1.24925	0	0	0	0	0
"PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis"	1.04926	1.05033	1.73154	1.37597	2.25414	1.52655	1.52655	2.32003	1.8405	1.67118	2.70105	2.09622	2.67551	2.35145	2.16614	2.16614	2.35946	2.73225	3.21347	0.760598	2.09442	0	2.39317	0	2.91872	2.15171	1.81253	3.85881	1.70945	2.36192	0	2.54452	3.44482	1.06209	2.13314	3.45754	0	3.47902
PWY-6501: D-glucuronate degradation II	0.557644	0.558215	0	0.320642	0.185349	0	0	0.785927	0	0.411219	0.232178	0	0	0.867122	0.32408	0.32408	0.765675	0.596598	0	0.473266	0	0	0	0.501478	0	0	0	0	0	0.593009	0.456594	0	0	0	0	0	0	0.685149
PWY-6505: L-tryptophan degradation XII (Geobacillus)	0	0	0	0.758033	0	0	0	0	0	0	0.399059	0	0	0.333724	0	0	0	0.602764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	3.90333	3.90734	4.6339	4.9451	3.8512	2.56802	2.56802	3.52472	2.19316	4.85678	3.8279	3.51413	2.83423	4.21141	3.40494	3.40494	3.84129	3.2616	3.91097	2.86963	2.12562	3.35027	3.60321	4.00342	1.7964	2.92423	3.88938	2.71222	4.94758	1.91012	3.67023	3.90159	3.25509	3.38014	2.42805	4.25334	1.41793	3.29252
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	13.4608	13.4372	9.23526	11.0747	8.50124	7.59821	7.59821	6.61695	12.6798	10.4748	13.6039	12.942	14.957	12.5313	11.7506	11.7506	15.0115	10.9762	11.4186	9.24261	8.74819	11.6448	13.7825	6.08115	13.4794	9.02229	9.18411	6.25064	11.5671	10.4809	12.8562	9.60535	13.4894	13.8418	12.7223	12.6318	4.95409	11.4997
PWY-6527: stachyose degradation	4.16385	4.16812	5.9047	7.36311	3.14271	8.47059	8.47059	9.98783	2.75844	12.1966	10.0154	5.7586	7.20473	8.09621	11.3167	11.3167	13.8088	13.2406	13.5896	4.23086	4.02711	7.98157	0	2.1657	9.99161	7.90224	6.34329	3.53648	10.6315	8.19806	8.81113	9.58073	10.9105	7.239	13.4067	11.2	5.82697	12.6059
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	3.79961	3.80345	4.05798	2.07723	0.776185	4.08944	4.08944	5.83115	2.905	1.86172	3.68144	5.15886	5.75189	4.55683	4.43762	4.43762	6.1678	8.03577	7.19962	4.72939	2.49048	0	3.854	8.14448	3.70428	0	1.63938	2.85548	2.34016	3.50062	3.49418	5.93039	4.7183	1.64039	6.43047	7.24112	9.51685	4.46004
PWY-6549: L-glutamine biosynthesis III	38.1187	38.1613	34.5156	37.0059	38.704	33.6084	33.6084	31.5479	31.3162	36.2092	35.2807	29.3617	33.893	37.0523	30.7504	30.7504	33.6456	32.9963	31.7323	32.403	38.7281	38.9497	37.2038	37.1117	37.267	34.9926	41.0387	35.159	38.2188	39.4127	41.1322	39.8703	41.6289	40.9746	43.3271	37.0536	36.183	39.6939
PWY-6562: norspermidine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6565: superpathway of polyamine biosynthesis III	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6583: pyruvate fermentation to butanol I	0.570716	0.571299	1.18732	0.355544	2.14347	0.805041	0.805041	1.82145	1.32383	1.95441	0.781443	0.962961	1.64998	0.684763	2.18509	2.18509	3.03853	4.19097	0	0	0	0	0	0	2.16465	0.589967	1.25953	0	1.5387	1.90281	1.74796	2.10484	1.59684	0	2.81149	1.57616	0	2.03771
PWY-6588: pyruvate fermentation to acetone	1.45766	1.45916	0	1.0687	1.19911	0.536483	0.536483	1.54218	0	0.731001	3.5002	0	4.05134	0.833507	3.4975	3.4975	2.80222	1.31549	3.43591	0	0	0	1.15885	0.97789	0	3.06498	0	1.60165	2.26514	1.17765	0	1.23962	2.64395	2.15736	1.91964	3.6561	4.34338	2.96323
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	0.676889	0.677582	1.33133	0.424335	0.454373	0.676349	0.676349	2.00158	1.1126	2.08571	0.825731	1.11088	1.43208	0.825913	2.54241	2.54241	2.90947	0	0	0	0	0	0	0	1.57014	0.750848	1.26084	0	1.77512	1.34813	1.59153	0	0	0	3.07296	0	0	2.59072
PWY-6594: superpathway of Clostridium acetobutylicum solventogenic fermentation	0.752625	0.753384	0	0.483237	1.23309	0.531327	0.531327	1.42498	0	0.800836	1.12924	0	2.15446	0.708084	2.5689	2.5689	2.54863	1.46309	0	0	0	0	0	0	0	0.870183	0	0	1.76418	1.19632	0	1.29295	1.92601	0	1.88113	2.03982	0	2.28797
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0	0	0.363509	0	0	0	0	0	0	0	0.56202	0	0	0.510688	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205331	0	0	0	0	0	0	0	0	0	0
PWY-6596: adenosine nucleotides degradation I	0	0	0.549558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II	4.81113	4.81607	1.72551	4.50611	4.02449	1.93038	1.93038	5.41344	1.48074	3.58824	2.79349	0.79215	2.47722	3.06407	2.23156	2.23156	3.4489	2.05068	3.73979	0.831285	1.91063	2.16998	0	1.30461	2.20892	2.71741	2.65477	1.24015	1.55389	4.18555	2.48872	2.54795	1.09632	0	2.97325	2.34692	1.32602	2.53582
PWY-6607: guanosine nucleotides degradation I	0	0	0.388276	0	0	0	0	0	0	0	0.596892	0	0	0.536674	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216781	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III	20.7522	20.7735	18.6219	22.4949	25.9083	20.1811	20.1811	19.1309	14.8898	20.04	21.5673	12.739	17.574	23.7086	14.0917	14.0917	20.1417	17.766	16.372	12.5705	15.0754	13.2094	9.84765	12.1968	17.3422	18.4122	18.9456	28.7322	17.1429	19.0125	21.4396	18.4772	21.0457	15.9748	17.6003	19.3046	11.6405	18.3588
PWY-6609: adenine and adenosine salvage III	58.7798	58.7961	64.3605	65.2204	58.8124	67.0376	67.0376	56.9259	61.5979	65.7603	64.9288	52.8379	59.3282	61.4254	66.1926	66.1926	67.4168	60.3191	64.6308	54.4987	52.7165	55.3234	61.1189	60.4525	66.829	68.8369	57.0807	63.8146	68.8334	69.5753	59.2343	64.2375	71.9913	66.8981	72.372	78.4387	54.3796	74.9278
PWY-6612: superpathway of tetrahydrofolate biosynthesis	1.91565	1.91762	1.30595	1.7372	1.75537	1.16169	1.16169	1.63178	0	1.53383	1.27467	0	0	0.642327	0	0	1.95752	1.38425	0	0	0	0	0	0	1.98868	0	0	0	0	1.17686	1.8685	0	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis	46.8654	46.92	44.4751	48.7856	47.6614	42.7865	42.7865	41.2297	37.0773	43.4676	42.5738	34.2838	39.8716	44.0137	33.1821	33.1821	39.664	38.4984	37.21	36.9385	39.5743	41.939	35.8728	37.3239	34.7095	38.518	35.324	38.4911	41.4039	40.5798	43.041	41.9754	46.0019	39.6004	37.3414	40.8103	33.7929	41.9883
PWY-6629: superpathway of L-tryptophan biosynthesis	0	0	2.39769	2.59755	2.512	0	0	3.14676	0	0	0	0	3.37413	2.46227	2.85328	2.85328	1.37814	0	3.0212	35.3931	37.9575	42.0706	35.5455	41.9225	48.0057	47.7239	40.1059	44.8217	45.5347	46.6904	52.6191	48.8638	49.7668	40.6234	48.9271	53.3849	37.7429	52.4997
PWY-6630: superpathway of L-tyrosine biosynthesis	31.4752	31.5104	26.4123	33.8326	29.7524	21.704	21.704	24.8127	28.343	29.2408	30.0849	17.384	23.844	25.181	21.2891	21.2891	31.8687	24.9235	24.0312	22.9045	21.9549	26.6962	18.9661	23.2916	25.1262	23.8219	22.537	18.8287	24.9742	22.2549	21.7376	22.5626	24.555	17.753	28.5311	26.7185	16.0649	20.0592
PWY-6641: superpathway of sulfolactate degradation	1.37837	1.37938	0.47215	0	1.06383	1.11042	1.11042	0.706747	1.30562	0.498981	0.910984	1.06434	1.03435	1.10381	0.453731	0.453731	1.03414	1.45788	0.557104	0	1.35661	1.66904	0	0	0.907654	1.09625	2.14071	0.785056	1.20009	1.53605	1.57047	2.67325	1.17175	0.806418	1.39546	1.83009	1.29434	1.20857
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0	0	1.13021	2.81285	1.66554	0	0	1.55659	1.59061	0.974124	0.402708	0.497458	0	0.623292	0	0	0.634471	1.68537	0.300928	0.908305	1.41576	0	0.48062	0	0	0.78006	0	0.648265	0	0	0	0.832131	0	1.81753	1.10004	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)	55.8767	55.9339	56.7224	56.5791	47.2593	47.4737	47.4737	42.5532	47.8215	43.9905	54.6003	40.7266	50.9365	48.5651	46.7853	46.7853	56.7479	38.4869	42.8939	49.9093	44.7122	38.337	38.0108	44.2398	35.2289	50.4304	35.2407	41.4245	38.5005	39.5287	42.3443	43.0735	44.5041	47.1051	46.8494	41.8941	31.8356	45.3517
PWY-6703: preQ0 biosynthesis	55.4317	55.4886	56.1938	63.4482	50.2195	61.5449	61.5449	50.3365	50.3842	47.0998	69.2024	62.1794	59.992	53.8314	69.2608	69.2608	68.0564	55.3072	58.9671	57.7064	37.2243	51.7041	36.1411	52.9367	51.0989	53.2109	37.0997	43.4349	54.9841	52.2621	58.4887	40.7111	55.0677	38.8893	55.4787	64.6633	44.4627	64.4059
PWY-6748: nitrate reduction VII (denitrification)	0.16379	0.163958	0.249164	0.208208	0	0	0	0.0955108	0	0	0	0	0	0	0	0	0.0833294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6749: CMP-legionaminate biosynthesis I	0	0	1.0317	0	0.262364	0	0	0	0	0	0.65372	0	0	0	0	0	0.142473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing	0	0	0	0	0	1.06757	1.06757	0.967523	0	0.659215	1.1321	1.62149	1.01216	0.546505	4.33623	4.33623	1.13267	3.11984	1.9243	0	0	0	0	0	0	0	0	0	1.76667	0.79589	0	1.88882	1.34313	1.07575	2.20264	0	1.77448	2.58769
PWY-6823: molybdopterin biosynthesis	102.013	102.118	106.559	104.741	100.993	98.8731	98.8731	90.5825	92.9162	86.862	98.958	82.3376	92.7862	97.3349	86.6356	86.6356	102.154	85.4913	90.1642	89.3428	93.5832	100.947	91.3636	106.331	86.9193	98.5795	86.4627	86.5255	100.779	97.4006	95.1208	102.2	109.481	116.416	95.7012	105.063	76.9997	89.4371
PWY-6834: spermidine biosynthesis III	1.81157	1.81343	2.56156	1.90256	2.00319	2.07467	2.07467	2.54878	1.87592	2.22707	2.26374	1.22288	1.9845	2.13033	1.96501	1.96501	1.44854	2.5896	2.34702	1.74138	2.35586	1.66233	2.46036	2.2012	2.17417	2.16265	2.23236	3.08264	1.93174	2.41247	2.58168	1.93809	2.51969	3.38788	2.73968	3.04933	2.85771	3.65006
